title,author,publish_date,synopsis,genre,purchase_link,img_link
Lost in the Lakes: Notes from a 379-Mile Walk in the Lake District (Hardback),Tom Chesshyre,"From Penrith to Ullswater, via Keswick, Cockermouth, Coniston, Grasmere and Windermere, plus many places in between, Tom Chesshyre puts on his walking boots and sets forth along the trails, drawn onwards by the dramatic scenery that attracts more than 19 million visitors each year. Across landscape that so inspired the Romantic poets, he takes in remote parts of the parkland that many tourists miss - enjoying encounters aplenty with farmers, fell runners and fellow hikers, while staying in shepherds' huts, bothies and old climbers' hotels along the way, and even going for a (chilly) dip in Derwentwater. This is the Lake District seen from its walking paths - with just a backpack, an open mind... and a spring in the step.",2023-04-13,"['travel', 'maps', 'travelwriting', '', 'travel', 'maps', 'activeoutdoorpursuits', 'walking', 'hiking', 'trekking']",https://www.waterstones.com/book/lost-in-the-lakes/tom-chesshyre/9781800075191,https://cdn.waterstones.com/bookjackets/large/9781/8000/9781800075191.jpg
Hang the Moon (Hardback),Jeannette Walls,"From Jeannette Walls, the bestselling author of The Glass Castle, a riveting new novel about an indomitable young woman in Prohibition-era Virginia Most folk thought Sallie Kincaid was a nobody who'd amount to nothing. Sallie had other plans. Sallie Kincaid is the daughter of the biggest man in a small town, the charismatic Duke Kincaid. Born at the turn of the twentieth century into a life of comfort and privilege, Sallie remembers little about her mother, who died in a violent argument with the Duke. By the time she is just eight years old, the Duke has remarried and had a son, Eddie. While Sallie is the Duke's daughter, sharp-witted and resourceful, Eddie is his mother's son, timid and cerebral. When Sallie tries to teach young Eddie to be more like their father, her daredevil coaching leads to an accident, and Sallie is cast out. Nine years later, she returns, determined to reclaim her place in the family. That's a lot more complicated than Sallie expected, and she enters a world of conflict and lawlessness. Sallie confronts the secrets and scandals that hide in the shadows of the Big House, navigates the factions in the family and town, and finally comes into her own as a bold, sometimes reckless bootlegger.",2023-04-13,"['fiction', 'modern', 'contemporaryfiction']",https://www.waterstones.com/book/hang-the-moon/jeannette-walls/9781471154973,https://cdn.waterstones.com/bookjackets/large/9781/4711/9781471154973.jpg
The Bowerbird (Hardback),Julia Donaldson,"The Bowerbird is the irresistible tale of Bert - a small bird with a very big heart, from Number One bestselling Julia Donaldson and Kate Greenway Medal-winning Catherine Rayner. Bert the bowerbird is looking for love. He has made the most perfect bower, complete with a pretty purple flower, and is hoping it will help him to meet the bird of his dreams. But when Nanette comes along, she is far from impressed. Poor Bert is hurt, and flies off to bring her presents a-plenty. But will it ever be enough, and is Nanette really right for Bert? A beautifully illustrated treat of a book from the creators of The Go-Away Bird.",2023-03-30,"[""children's"", 'teenage', 'picturebooks', 'storybooks', '', 'popularscience', 'nature', 'naturewriting', 'birds', 'birdwatching', ""children's"", 'teenage', 'fiction', 'animals']",https://www.waterstones.com/book/the-bowerbird/julia-donaldson/catherine-rayner/9781529092240,https://cdn.waterstones.com/bookjackets/large/9781/5290/9781529092240.jpg
The Survivor: How I Survived Six Concentration Camps and Became a Nazi Hunter (Hardback),Josef Lewkowicz,"One of the last great untold stories of the Holocaust, The Survivor is an astonishing account of one man's unbreakable spirit, unshakeable faith, and extraordinary courage in the face of evil. At only sixteen years old, Josef Lewkowicz became a number, prisoner 85314. Following the Nazi invasion of Poland, he and his father were separated from their family and herded to the Krakow-Plaszow concentration camp. Forced to carry out hard labour in brutal conditions, and to live under the constant threat of extreme violence and sudden death, before the war was over Josef would witness the unique horrors of six of the most notorious Nazi concentration camps, including Auschwitz, Mauthausen and Ebensee. From salt mines to forced marches, summary executions to Amstetten, where prisoners were used as human shields in Allied bombing, Josef lived under the spectre of death for many years. When he was liberated from Ebensee at the end of the war, conditions were amongst the worst witnessed by allied forces. With his freedom, Josef returned home to find that he was the only one left alive in an extended family of 150. Compelled by the need to do something to avenge that loss, he joined the Jewish police while still in a displaced persons' camp, and was recruited as an intelligence officer for the US Army who gave him a team to search for Nazis in hiding. Whilst rounding up SS leaders, he played a critical role in identifying and bringing to justice his greatest tormentor, the Butcher of Plaszow, Amon Goeth, played by Ralph Fiennes in Schindler's List. He then committed his life to helping the orphaned children of the Holocaust rebuild their lives. The Survivor is Josef's extraordinary testimony.",2023-03-30,"['history', 'historicalevents', 'topics', 'genocide', 'ethniccleansing', 'theholocaust', '', 'biography', 'truestories', 'memoirs', 'history', 'militaryhistory', 'secondworldwar']",https://www.waterstones.com/book/the-survivor/josef-lewkowicz/michael-calvin/9781787636293,https://cdn.waterstones.com/bookjackets/large/9781/7876/9781787636293.jpg
The Secrets of Hartwood Hall: The mysterious and atmospheric gothic novel for fans of Stacey Halls (Hardback),Katie Lumsden,"It's 1852 and Margaret Lennox, a young widow, is offered a position as governess at Hartwood Hall. She quickly accepts, hoping this isolated country house will allow her to leave her past behind. Cut off from the village, Margaret soon starts to feel there's something odd about her new home, despite her growing fondness for her bright, affectionate pupil, Louis. There are strange figures in the dark, tensions between servants and an abandoned east wing. Even stranger is the local gossip surrounding Mrs Eversham, Louis's widowed mother, who is deeply distrusted in the village. Margaret finds distraction in a forbidden relationship with the gardener, Paul. But despite his efforts to reassure her, Margaret is certain that everyone here has something hide. And as Margaret's own past threatens to catch up with her, she must learn to trust her instincts before it's too late... The Secrets of Hartwood Hall is a chilling gothic mystery, and an authentic and atmospheric love letter to Victorian fiction.",2023-03-30,"['fiction', 'historicalfiction']",https://www.waterstones.com/book/the-secrets-of-hartwood-hall/katie-lumsden/9780241556078,https://cdn.waterstones.com/bookjackets/large/9780/2415/9780241556078.jpg
Why Politics Fails: The Five Traps of the Modern World & How to Escape Them (Hardback),Ben Ansell,"Why do the revolving doors of power always leave us disappointed? In Why Politics Fails, award-winning Oxford professor Ben Ansell shows that it's not the politicians that are the problem, it's that our collective goals result in five political 'traps'.Democracy: we all want a say in how we're governed, but it's impossible to have any true 'will of the people'. Equality: we want to be treated equally, but equal rights and equal outcomes undermine each other. Solidarity: we want a safety net when times are tough, but often we care about solidarity only when we need it ourselves. Security: we want protecting from harm, but not if it undermines our freedoms. Prosperity: we want to be richer tomorrow, but what makes us richer in the short run makes us poorer over the long haul.You've probably noticed a pattern here, which is that our self-interest undermines our ability to deliver on our collective goals. And these traps reinforce one another, so a polarized democracy can worsen inequality; a threadbare social safety net can worsen crime; runaway climate change will threaten global peace.Drawing on examples from Ancient Greece through Brexit and using his own counterintuitive and pathbreaking research - on why democracy thrives under high inequality, and how increased political and social equality can lead to greater class inequality - Ansell vividly illustrates how we can escape the political traps of our imperfect world. He shows that politics won't end, but that it doesn't have to fail.",2023-03-30,"['politics', 'society', 'education', 'politics', 'government', 'politicalscience', 'theory', '', 'spirituality', 'beliefs', 'religion', 'religion:general', 'religiousissues', 'debates', 'politics', 'society', 'education', 'society', 'culture', 'socialissues', 'processes', 'socialdiscrimination', 'inequality']",https://www.waterstones.com/book/why-politics-fails/ben-ansell/9780241517628,https://cdn.waterstones.com/bookjackets/large/9780/2415/9780241517628.jpg
The Price of Money: How to Prosper in a Financial World That's Rigged Against You (Hardback),Rob Dix,"Learn how to make better financial decisions, by understanding how the world of money really works. Why is everything from cars to coffee suddenly getting more expensive? How can the government produce billions out of thin air while your savings are shrinking? And what can you do to get ahead in a time of economic chaos? For centuries, working hard and saving up diligently would have set you up for financial security and a comfortable retirement. Not anymore. Over the last 50 years, we've entered a new financial world - one where your savings lose value faster than you can build them, a global mountain of debt piles up ever higher, and most people slip backwards however hard they try. The Price of Money, a leading investment expert explains what's changed - and what you should do now we're here. You'll learn why currencies the world over have lost 99 per cent of their value, and how to use future declines to your advantage. You'll understand how the government can produce hundreds of billions out of thin air, and which investments benefit when they do. Most importantly, you'll be shown what's coming next - and how to position yourself to gain rather than suffer. You don't need even the slightest knowledge of economics to read this book - just a desire to understand why the world of money is working against you, and what to do about it.",2023-03-30,"['health', 'lifestyle', 'personalfinance', '', 'business', 'finance', 'law', 'economics', 'populareconomics', 'business', 'finance', 'law', 'finance']",https://www.waterstones.com/book/the-price-of-money/rob-dix/9781529910988,https://cdn.waterstones.com/bookjackets/large/9781/5299/9781529910988.jpg
The Mousetrap: 70th Anniversary Edition (Hardback),Agatha Christie,"For 70 years, Agatha Christie's The Mousetrap has kept millions of people, from every corner of the globe, on the edge of their seats, and it continues to be a sell-out hit of London theatre. This brand new edition of the world's longest-running play will contain a new introduction by Sophie Hannah, bestselling author of the authorised Agatha Christie Poirot continuation novels, as well as the official play script and a host of exclusive material from the show's archives. As news spreads of a murder in London, a group of seven strangers find themselves in a remote countryside guesthouse. When a police sergeant arrives, the guests discover - to their horror - that a killer is in their midst. One by one, the suspicious characters reveal their sordid pasts. Which one is the murderer? Who will be their next victim? And can you solve this world-famous mystery for yourself? This beautiful 70th anniversary edition will contain an introduction by Sophie Hannah, the official playscript, an exclusive interview with producer Adam Spiegel, a treasure trove of letters, speeches, photographs, and other fascinating insights into the making of this iconic play.",2023-03-30,"['poetry', 'drama', 'criticism', 'plays', 'playscripts', '', 'entertainment', 'theatre', 'dance', 'otherperformingarts', 'theatre', 'theatredirection', 'production', 'crime', 'thrillers', 'mystery', 'crime', 'mystery', 'classiccrime']",https://www.waterstones.com/book/the-mousetrap/agatha-christie/9781398715813,https://cdn.waterstones.com/bookjackets/large/9781/3987/9781398715813.jpg
My Russia: War or Peace? (Hardback),Mikhail Shishkin,"In his timely new book, Mikhail Shishkin, argues that Russia is not a 'riddle wrapped in a mystery inside an enigma': we just don't know enough about it. So what is the real story behind Putin's autocratic regime and its invasion of Ukraine? In My Russia: War or Peace? Shishkin traces the roots of Russia's problems, from the 'Kievan Rus' via the Grand Duchy of Moscow, empire, revolution and Cold War, to the now thirty-year-old Russian Federation. He explores the uneasy relationship between state and citizens, explains Russian attitudes to people's rights and democracy, and proposes that there are really two Russian peoples: the disillusioned and disaffected, who suffer from 'slave mentality', and those who embrace 'European' values and try to stand up to oppression. Both deeply personal and taking a broader historical view, My Russia is a passionate, eye-opening account of a state entangled in a complex and bloody past, as well as a love letter to a conflicted country. Will Russia continue its vicious circle of upheaval and autocracy, or will its people find a way out of history - and how can we help?",2023-03-30,"['poetry', 'drama', 'criticism', 'prose:non-fiction', 'literaryessays', '', 'history', 'general', 'worldhistory', 'politics', 'society', 'education', 'politics', 'government']",https://www.waterstones.com/book/my-russia-war-or-peace/mikhail-shishkin/gesche-ipsen/9781529427783,https://cdn.waterstones.com/bookjackets/large/9781/5294/9781529427783.jpg
Tomas Nevinson (Hardback),Javier Marias,"Tomás Nevinson has left the secret service and returned to his old job working in the British Embassy in Madrid. Assumed dead by his wife Berta, Tomás attempts to resume his previous life and heal from his psychological wounds. But when he is contacted by his old boss, Bertram Tupra, Nevinson reluctantly becomes involved in a plan to locate and eliminate a woman believed to have helped orchestrate the 1987 Hipercor bombing. Detonated by the ETA, a Basque separatist group, the bomb killed 21 people and injured 45. Full of mesmerising intrigue, Tomás Nevinson offers a deep reflection into the moral dilemma of whether the killing of a presumed criminal can be justified. Marías' meticulous insight and dazzling intellectual vigour show why he is so often said to be Spain's greatest writer.",2023-03-30,"['crime', 'thrillers', 'mystery', 'thrillers', 'espionage', 'spythrillers', '', 'fiction', 'modern', 'contemporaryfiction', 'crime', 'thrillers', 'mystery', 'crime', 'mystery']",https://www.waterstones.com/book/tomas-nevinson/javier-marias/margaret-jull-costa/9780241568613,https://cdn.waterstones.com/override/v1/large/9780/2415/9780241568613.jpg
The Anniversary (Hardback),Stephanie Bishop,"Novelist J.B. Blackwood is on a cruise with her husband, Patrick, to celebrate their wedding anniversary. Her former professor, Patrick is much older than J.B.. But when they met, he seemed somehow ageless, as all new gods appear in the eyes of those who worship them. He is a film director. A cult figure. But now his success is starting to wane and J.B. is on the cusp of winning a major literary prize. Her art has been forever overseen by him, now it may overshadow his. For days they sail in the sun. They lie about drinking, reading, sleeping, having sex. There is nothing but dark water all around them. Then a storm hits and Patrick falls off the ship. J.B. is left alone, as the search for what happened to Patrick - and the truth about their marriage - begins.",2023-03-30,"['fiction', 'modern', 'contemporaryfiction', '', 'crime', 'thrillers', 'mystery', 'thrillers']",https://www.waterstones.com/book/the-anniversary/stephanie-bishop/9781474626132,https://cdn.waterstones.com/bookjackets/large/9781/4746/9781474626132.jpg
"Humanly Possible: Seven Hundred Years of Humanist Freethinking, Enquiry and Hope (Hardback)",Sarah Bakewell,"The bestselling, prizewinning author of How to Live and At the Existentialist Cafe explores 700 years of writers, thinkers, scientists and artists, all trying to understand what it means to be truly human. If you are reading this, it's likely you already have some affinity with humanism, even if you don't think of yourself in those terms. You may be drawn to literature and the humanities. You may prefer to base your moral choices on fellow-feeling and responsibility to others rather than on religious commandments. Or you may simply believe that individual lives are more important than grand political visions or dogmas. If any of these apply, you are part of a long tradition of humanist thought, and you share that tradition with many extraordinary individuals through history who have put rational enquiry, cultural richness, freedom of thought and a sense of hope at the heart of their lives. Humanly Possible introduces us to some of these people, as it asks what humanism is and why it has flourished for so long, despite opposition from fanatics, mystics and tyrants. It is a book brimming with ideas, personalities and experiments in living - from Erasmus to Esperanto, from anatomists to agnostics, from Christine de Pizan to Bertrand Russell to Zora Neale Hurston. It joyfully celebrates open-mindedness, optimism, freedom and the power of the here and now - humanist values which have helped steer us through dark times in the past, and which are just as urgently needed in our world today.",2023-03-30,"['politics', 'society', 'education', 'society', 'culture', 'culturalstudies', 'historyofideas', '', 'biography', 'truestories', 'generalbiography', 'history', 'historicalevents', 'topics']",https://www.waterstones.com/book/humanly-possible/sarah-bakewell/9781784741662,https://cdn.waterstones.com/bookjackets/large/9781/7847/9781784741662.jpg
Infinity Gate - The Pandominion (Hardback),M. R. Carey,"From the international bestselling M. R. Carey comes a thrilling novel set in the multiverse - the tale of humanity's expansion across millions of dimensions, and the AI technology that might see it all come to an end... Infinity is only the beginning. The Pandominion: a political and trading alliance of a million worlds - except that they're really just the one world, Earth, in many different realities. And when an AI threat arises that could destroy everything the Pandominion has built, they'll eradicate it by whatever means necessary, no matter the cost to human life. Scientist Hadiz Tambuwal is looking for a solution to her own Earth's environmental collapse when she stumbles across the secret of inter-dimensional travel. It could save everyone on her dying planet, but now she's walked into the middle of a war on a scale she never dreamed of. And she needs to choose a side before it kills her.",2023-03-30,"['sciencefiction', 'fantasy', 'horror', 'sciencefiction', '', 'sciencefiction', 'fantasy', 'horror', 'sciencefiction', 'spaceopera']",https://www.waterstones.com/book/infinity-gate/m-r-carey/9780356518015,https://cdn.waterstones.com/bookjackets/large/9780/3565/9780356518015.jpg
Antimatter Blues: A Mickey7 Novel - A Mickey7 Novel (Hardback),Edward Ashton,"The thrilling follow-up to Mickey7, soon to be a major motion picture by Academy Award-winning director Bong Joon-Ho.Surviving isn't living, even for an Expendable. Mickey7's antimatter gambit paid off. He's out of the Expendable game and doing whatever else he can to help support the threatened colony on the ice world Niflheim. But the colony now desperately needs the one thing he doesn't want to give them: the antimatter in the bomb he claimed the alien creepers have. Without it, the colony won't survive the coming years. With it, the colony leader can finally get rid of Mickey7 for good. But the planet's indigenous races have their own plans for Mickey7 and the human colony. They want the colony resources, all of them, and they won't stop until they've devoured every last scrap.",2023-03-30,"['sciencefiction', 'fantasy', 'horror', 'sciencefiction']",https://www.waterstones.com/book/antimatter-blues/edward-ashton/9781786188601,https://cdn.waterstones.com/bookjackets/large/9781/7861/9781786188601.jpg
The Art of Friday Night Dinner: Recipes for the best night of the week (Hardback),Eleanor Steafel,"You've made it to Friday, now what are you going to eat? Having spent years gathering friends around her kitchen table, Eleanor has perfected the art of Friday night dinner. It usually starts with a sip of something cold and ends with friends tipsily heading home, full and happy. But most importantly, there's always something good to eat. Here are more than a hundred recipes for the best night of the week. If you're planning to spend the evening on the sofa, have your closest friend over or even host the masses, why not try Ellie's fail-safe crowdpleasers: Baked potato with hot smoked salmon, soured cream and pickled radishes Bucatini with mushroom cream and crispy sage Sausages with lemony, caraway cabbage and apples Roast chicken with chicken juice rice and orange and onion salad Ginger, prune and PX cake with cardamom custard So, fill your favourite glass, choose something mouth-watering to cook and embrace all that Friday night has to offer.",2023-03-30,"['food', 'drink', 'generalcookery', 'recipes', '', 'food', 'drink', 'cookerydishes', 'courses']",https://www.waterstones.com/book/the-art-of-friday-night-dinner/eleanor-steafel/9781526643605,https://cdn.waterstones.com/bookjackets/large/9781/5266/9781526643605.jpg
"Reach for the Stars: 1996-2006: Fame, Fallout and Pop's Final Party (Hardback)",Michael Cragg,"'You'll love it.' - RICHARD OSMAN  'Nobody buys books. No one's going to read this.' - LOUIS WALSH  Using the arrival of the Spice Girls as a jumping-off point, this fascinating new narrative will explore, celebrate and contextualise the thus-far-uncharted period of British pop that flourished between 1996 and 2006. A double-denim-loving time before the glare of social media and the accession of streaming.  The bastions of '00s pop - armed with buoyant, immaculately crafted, carefree anthems - provided entertainment, escapism and fun for millions. It was a heady, chorus-heavy decade - populated by the likes of Steps, S Club 7, Blue, 5ive, Mis-Teeq, Hear'Say, Busted, Girls Aloud, McFly, Craig David and Atomic Kitten, among countless others - yet the music was often dismissed as inauthentic, juvenile, not 'worthy' enough: ultimately, a 'guilty pleasure'.   Now, music writer Michael Cragg aims to redress that balance. Using the oral-history format, Cragg goes beneath the surface of the bubblegum exterior, speaking to hundred's of the key players about the reality of their experiences.    Compiled from interviews with popstars, songwriters, producers, choreographers, magazine editors, record-company executives, TV moguls and more, this is a complete behind-the-scenes history of the last great movement in British pop - a technicolour turning-point ripe for re-evaluation, documented here in astonishing, honest and eye-opening detail.",2023-03-30,"['entertainment', 'music', 'musicreviews', 'criticism', '', 'entertainment', 'music', 'musicalstyles', 'genres', 'entertainment', 'music', 'musicalstyles', 'genres', 'rock', 'pop']",https://www.waterstones.com/book/reach-for-the-stars/michael-cragg/9781788707244,https://cdn.waterstones.com/bookjackets/large/9781/7887/9781788707244.jpg
"You Can Cook This!: Simple, satisfying, sustainable veg recipes (Hardback)",Max La Manna,"More plant-based taste, less waste! 120 no-fuss recipes that celebrate your favourite veg, social media sensation Max La Manna delivers simple vegan food with big flavour to keep things quick and easy. This stunning book delivers solutions with a chapter dedicated to each of our most loved but also commonly wasted ingredients and recipes for how to cook with them, from bread to tomatoes, onions and bananas. Learn recipe hacks and tips on how to get the best out of food, ncluding practical ideas for using up the whole vegetable, transforming leftovers and the best ways to store foods to keep them fresh. Covering everything from weeknight dinners and comforting one-pots, to sweet treats and instant crowd-pleasers, this book embraces the power of plants and shows how anyone can get delicious, veg-packed meals on the table with joy and ease.",2023-03-30,"['food', 'drink', 'vegetarianandvegancookery']",https://www.waterstones.com/book/you-can-cook-this/max-la-manna/9781529148800,https://cdn.waterstones.com/bookjackets/large/9781/5291/9781529148800.jpg
Rice Table: Korean Recipes and Stories to Feed the Soul (Hardback),Su Scott,"Rice Table | bap sang is a collection of 80 recipes showcasing modern, Korean home cooking. A Korean living in the UK, Su Scott was thrown into a crisis of identity when motherhood dawned, one which she only found her way out of by cooking the dishes of her Korean childhood, seeking out the flavours and textures of memories that she hopes to pass on to her daughter. Within this intimate cookbook, Su guides you through her modern Korean larder, explores the ferments, pickles and sauces that lift Korean dishes to delicious heights and shares a comforting array of recipes, from Korean Fried Chicken and Kimchi Fried Rice, to Spicy Seafood Noodle Soup. Littered between enticing plates are tender stories of what it means to be a woman, mother and immigrant all at once and how food connects all the pieces of our lives to make us whole. This is a love letter from mother to daughter woven together by food. It's a book about identity and immigration. It's about how the food you feed your children builds a story about their heritage. But it's mainly a book about wonderful food - the kind of food we all want to eat right now.",2023-03-30,"['food', 'drink', 'national', 'regionalcuisine', '', 'food', 'drink', 'generalcookery', 'recipes']",https://www.waterstones.com/book/rice-table/su-scott/9781787138964,https://cdn.waterstones.com/override/v1/large/9781/7871/9781787138964.jpg
Chronorama: Photographic Treasures of the 20th Century (Hardback),The Pinault Collection,"An unprecedented volume of photography from the Conde Nast Archive, illustrating the history, art, and fashion of their famous magazine brands Chronorama: Photographic Treasures of the 20th Century is an impressive photography volume curated by Conde Nast. Chrono-referring to space-time-and rama-referring to sight-are the cornerstones of this notable art record that depicts the third decade of the 21st century, a decade that had the potential to be another Roaring Twenties, and during which, Conde Nast Publications experienced meteoric growth. Taken from the pages of Vogue, Vanity Fair, House & Garden, GQ, and Glamour, the nearly 400 stunning original vintage prints and illustrations within this tome are by top photographers such as Irving Penn, Helmut Newton, Edward Steichen, Cecil Beaton, Eduardo Garcia Benito, Horst P. Horst, George Hoyningen-Huene, and Arthur Elgort-resulting in an unprecedented showcase of some of the most important works ever to be produced for the magazine page. Organized by decade, the book opens with the 1910s and ends with the 1970s, and the backstories of each decade are told through the art and historical context of the times, firmly situating the prevalence of the works in the minds of the readers. An exclusive collection of full-color, vivid, exquisite, and memorable images, Chronorama is not only a landmark in the history of photography and illustrated books, but also a pivotal time in the history of fashion, design, and the arts.",2023-03-30,"['art', 'fashion', 'photography', 'photography', 'photographs', 'photographycollections', 'photographicportraits', '', 'art', 'fashion', 'photography', 'art', 'design', 'art', 'designstyles/historyofart', 'artofindigenouspeoples', 'art', 'fashion', 'photography', 'photography', 'photographs', 'specialkindsofphotography', 'cinematography', 'televisioncamerawork']",https://www.waterstones.com/book/chronorama/the-pinault-collection/conde-nast-archive/9781419766626,https://cdn.waterstones.com/bookjackets/large/9781/4197/9781419766626.jpg
"TAXTOPIA: How I Discovered the Injustices, Scams and Guilty Secrets of the Tax Evasion Game (Hardback)",The Rebel Accountant,"In TAXTOPIA a rogue accountant breaks ranks to share his journey from clueless naif to skilled tax consultant -and in doing so blows the lid on the murky world of making the tax burdens of the ultra-wealthy disappear. In the topsy-turvy world of tax avoidance, you can get richer by buying a yacht, the world's biggest exporter of coffee is Switzerland, and billionaires like. Jeff Bezos, Donald Trump and the Duke of Westminster often pay less tax than you do. Written with sharp wit and over-brimming with inside secrets, the anonymous author shows us that not only does the global tax system encourage dubious practice which favours the rich, but that it was specifically founded with that in mind. If you suspect that tax is a rigged game, a con, designed to fleece the little guy, you are about to find out just how shockingly true that really is.",2023-03-30,"['business', 'finance', 'law', 'finance', '', 'politics', 'society', 'education', 'politics', 'government', 'politicalcorruption', 'business', 'finance', 'law', 'law', 'taxation', 'dutieslaw', 'corporatetax']",https://www.waterstones.com/book/taxtopia/the-rebel-accountant/9781800960886,https://cdn.waterstones.com/bookjackets/large/9781/8009/9781800960886.jpg
The Long View: Why We Need to Transform How the World Sees Time (Hardback),Richard Fisher,"'A beautifully turned, calmly persuasive but urgent book' IAN MCEWAN 'A landmark book that could help to build a much brighter future' DAVID ROBSON A wide-ranging and thought-provoking exploration of the importance of long-term thinking.Humans are unique in our ability to understand time, able to comprehend the past and future like no other species. Yet modern-day technology and capitalism have supercharged our short-termist tendencies and trapped us in the present, at the mercy of reactive politics, quarterly business targets and 24-hour news cycles.It wasn't always so. In medieval times, craftsmen worked on cathedrals that would be unfinished in their lifetime. Indigenous leaders fostered intergenerational reciprocity. And in the early twentieth century, writers  dreamed of worlds thousands of years hence. Now, as we face long-term challenges on an unprecedented scale, how do we recapture that far-sighted vision?Richard Fisher takes us from the boardrooms of Japan - home to some of the world's oldest businesses - to an Australian laboratory where an experiment started a century ago is still going strong. He examines the psychological biases that discourage the long view, and talks to the growing number of people from the worlds of philosophy, technology, science and the arts who are exploring smart ways to overcome them. How can we learn to widen our perception of time and honour our obligations to the lives of those not yet born?Praise for The Long View:'A wise, humane book laced with curiosity and hope. It will open your mind and horizons - and leave you giddy at the prospect of all that we may yet become.' Tom Chatfield, author of How to Think 'Hope-filled and revelatory ... Beautifully readable and scholarly, rich and personal, this book shows how, to leave a robust legacy for the future, we need to overcome our bias for the present.' Rowan Hooper, author of How to Spend a Trillion Dollars'A soaring hymn to all that might lie in the future; alongside the diverse and beautiful ways to think about it. Overflowing with wisdom and insight.' Thomas Moynihan, author of X-Risk' In a world of short-sightedness, The Long View is a helpful guide to understand and connect us to the future. In the light of the climate emergency, long-term thinking is more urgent than ever.' Andri Snaer Magnason, author of On Time and Water'The Long View is a manifesto calling for a radical reconception of our relationship with time.  Richard Fisher documents the social, psychological, and economic reasons we have become stranded on the Island of Now - and charts routes for us to get back to the mainland.' Marcia Bjornerud, the author of Timefulness...",2023-03-30,"['business', 'finance', 'law', 'business', '', 'popularscience', 'nature', 'popularscience', 'science', 'technology', 'medicine', 'mathematics', 'science', 'biology/lifesciences', 'neuroscience']",https://www.waterstones.com/book/the-long-view/richard-fisher/9781472285218,https://cdn.waterstones.com/bookjackets/large/9781/4722/9781472285218.jpg
Reading the Glass: A Sailor's Stories of Weather (Hardback),Elliot Rappaport,"'Date, time, wind, waves, pressure, temperature, and cloud cover. Like pilots, roofers and mountain climbers, mariners are obsessed with the weather, immersed in it as part of their daily calculus . . . Make good decisions, mariners are fond of saying. If there were a corollary to this, it might offer: When the weather gods show you their cards, don't miss them'Weather can be the difference between life and death for a sailor, something Captain Elliot Rappaport knows very well, having spent almost his whole adult life at sea.A professional ship's captain, with over thirty years of experience sailing traditional vessels, 'tall ships', Captain Rappaport has travelled around 100,000 sea miles, in all four hemispheres, and spent a great many hours watching the weather unfold.In Reading the Glass he shares all he has learned about the weather at sea, gives us an inside look at the world of seafaring, a vocation much more than a job, and shares some hard-won mariner's wisdom: if you are headed for Greenland in July, expect at least one storm, and wait until after Christmas to sail to New Zealand's South Island; pack $3000-worth of fruit and veg for a two-month journey at sea; and the most valuable member of the crew is first of all the engineer, and secondly the cook!Reading the Glass is a gorgeous blend of drily funny stories of life on a ship, the history of seafaring, stories of explorers, discoveries, epic storms, and the science of weather.'An extraordinary book by a modern-day Melville . . . I can't recommend this book highly enough' Mark Vanhoenacker",2023-03-30,"['poetry', 'drama', 'criticism', 'prose:non-fiction', '', 'biography', 'truestories', 'memoirs', 'science', 'technology', 'medicine', 'earthsciences', 'geography', 'environment', 'planning', 'earthsciences', 'meteorology', 'climatology']",https://www.waterstones.com/book/reading-the-glass/elliot-rappaport/9781529369335,https://cdn.waterstones.com/bookjackets/large/9781/5293/9781529369335.jpg
Staying the Distance: The lessons from sport that business leaders have been missing (Hardback),Catherine Baker,"Staying the Distance showcases the much-needed leadership lessons that sport can teach us: how to improve, perform and achieve, in ways that are effective and sustainable. Leadership can be hard. It can certainly be relentless. The pandemic has wreaked havoc on the well-being, health and sustained performance of many senior leaders, and yet strong leadership remains central to the performance of every single organization. Business leaders are very familiar with drawing lessons from elite sport, particularly around teams, leadership and high performance. But we have all been missing a trick. Day in, day out, sport has been showing us not only how to improve, perform and achieve, but how to do so on a sustained basis, consistently delivering results when it matters. This book shines a light on these unseen lessons, and provides a clear and practical roadmap for how to deploy them in the reader's own leadership practices. With Catherine Baker's unique view into world-class sport and top-level business, and with insights from top performers in both worlds, this book provides a fresh and dynamic take on how - consistently and over the long term - to bring out the best in yourself, and in those you lead.",2023-03-30,"['business', 'finance', 'law', 'management', 'leadership', 'motivation', '', 'sportsbooks', 'sportstraining', 'coaching']",https://www.waterstones.com/book/staying-the-distance/catherine-baker/9781399405850,https://cdn.waterstones.com/bookjackets/large/9781/3994/9781399405850.jpg
