title,author,publish_date,synopsis,genre,purchase_link,img_link
London: A Guide for Curious Wanderers (Hardback),Jack Chesher,"See London in a completely new light in this guide to the city's hidden secrets, untold stories and special places laden with history which you can discover for yourself! London is famous for its museums, each one full of treasures and relics - but the biggest museum in the capital is the city itself. From the stories behind unusual street names, to the trees in our parks; railings made from recycled WWII stretchers, to shrapnel damage on walls; the hidden symbols on post boxes, to prehistoric tree trunks - there is a rich history hidden in the oft-overlooked details of the city's streets, gardens, parks and buildings. This richly detailed and beautifully illustrated book provides a miscellany of historic features and curiosities to spot as you wander around the capital. Whether you've always wondered why there are cattle troughs on your route to work, why bollards often look like upside down cannons or wanted to know what a Victorian stink pipe is - this book will provide the tools to decipher London's secret code, and introduce you to a treasure trove of hidden spots to explore. The book comes complete with maps so you can spot these details yourself on walks through the capital. So, pop on a sturdy pair of shoes and get ready to turn the city into the museum you never knew you had.",2023-04-06,"['travel', 'maps', 'travel', 'holidayguides', 'museums', 'historicsites', 'galleries', 'art', '', 'history', 'historicalevents', 'topics', 'historicalgeography', 'travel', 'maps', 'activeoutdoorpursuits', 'walking', 'hiking', 'trekking']",https://www.waterstones.com/book/london-a-guide-for-curious-wanderers/jack-chesher/katharine-fraser/9780711277557,https://cdn.waterstones.com/bookjackets/large/9780/7112/9780711277557.jpg
Fatal Legacy - Flavia Albia (Hardback),Lindsey Davis,"An unpaid bar bill leads Flavia Albia to her most bitter and complex case yet. Decades earlier Appius Tranquillus Surus wrote his will: it freed his slaves and bequeathed his businesses to them. He left an orchard to the Prisci, a family he was friendly with, on the condition that his freedmen could still take its harvest. The convoluted arrangement has led to a feud between the two families, each of which has its own internal strife. Endless claims and counterclaims lead to violence and even death. Lawyers have given up in exasperation as the case limps on. The original will has disappeared, along with a falsified codicil - and might there be another one?But is there a solution? Two youngsters from each side of the divide, Gaius Venuleius and Cosca Sabatina, have fallen in love, which could unite the feuding families. There is only one problem: were Sabatina's grandmother and father really liberated in the Surus will? If not, the stigma of slavery will stop the marriage and the dispute will rage on forever.Reconciliation seems impossible, but Albia will try. Her investigation must cut through decades of secrets, arguments, lies and violence to reach a startling truth.Praise for Lindsey Davis and the Flavia Albia series'It positively crackles with knowledge of the city and its people, mixed with social comment, ingenious and bloody plots and sharp observational skills leavened by more than a smattering of genuine and sometimes earthy humour' Crime Review'Fiendishly twisted mystery' Mail on Sunday'Great fun, shot through with sharp observations' SHOTS'In this witty novel by the mistress of Roman crime, the reader is transported behind the scenes of a Triumph into a fascinating world of actors, costumiers and animal trainers, all united in their hatred of the murdered man' Sunday Express Magazine",2023-04-06,"['crime', 'thrillers', 'mystery', 'crime', 'mystery', 'historicalmysteries', '', 'crime', 'thrillers', 'mystery', 'crime', 'mystery', 'crime', 'thrillers', 'mystery', 'thrillers']",https://www.waterstones.com/book/fatal-legacy/lindsey-davis/9781529354737,https://cdn.waterstones.com/bookjackets/large/9781/5293/9781529354737.jpg
The Red Bird Sings (Hardback),Aoife Fitzpatrick,"West Virginia, 1897. When young Zona Heaster Shue dies only a few months after her wedding, her mother Mary Jane becomes convinced that Zona was murdered - and by none other than her husband, Trout, the handsome blacksmith beloved in their small Southern town. But when Trout is put on trial, no one believes he could have done it, apart from Mary Jane and Zona's best friend Lucy, who was always suspicious of Trout. As the trial raises to fever pitch and the men of Greenbrier County stand aligned against them, Mary Jane and Lucy must decide whether to reveal Zona's greatest secret in the service of justice. But it's Zona herself, from beyond the grave, who still has one last revelation to make.",2023-04-06,"['fiction', 'historicalfiction']",https://www.waterstones.com/book/the-red-bird-sings/aoife-fitzpatrick/9780349016641,https://cdn.waterstones.com/bookjackets/large/9780/3490/9780349016641.jpg
"Divided: Racism, Medicine and Why We Need to Decolonise Healthcare (Hardback)",Dr Annabel Sowemimo,"'AN ILLUMINATING AND POWERFUL INTERSECTIONAL ANALYSIS OF HEALTH INEQUALITIES AND RACISM' i-D Magazine  'A VITAL CALL TO ACTION' Leah Hazard, author of Womb  'URGENT EXAMINATION OF HOW MODERN MEDICINE IS INTERTWINED WITH COLONIAL HISTORIES AND RACIST IDEAS ... COMPELLING STORY-TELLING' Joanna Wolfarth, author of Milk  'ANNABEL SOWEMIMO ... IS TAKING THE ART OF CURATING STORIES THAT MATTER TO ANOTHER LEVEL. PREPARE TO BE BLOWN AWAY.' Chikwe Ihekweazu, Assistant Director General at WHO  In the wake of the Covid-19 pandemic, we are all too aware of the urgent health inequalities that plague our world. But these inequalities have always been urgent: modern medicine has a colonial and racist history.   Here, in an essential and searingly truthful account, Annabel Sowemimo unravels the colonial roots of modern medicine. Tackling systemic racism, hidden histories and healthcare myths, Sowemimo recounts her own experiences as a doctor, patient and activist.  Divided exposes the racial biases of medicine that affect our everyday lives and provides an illuminating - and incredibly necessary - insight into how our world works, and who it works for.  This book will reshape how we see health and medicine - forever.  'OUTSTANDING ... BEAUTIFULLY WRITTEN AND ERUDITE, YET HIGHLY ACCESSIBLE ... SHOULD BE MANDATORY READING FOR ALL MEDICAL PRACTITIONERS' Jacqueline Roy, author of The Fat Lady Sings    'NECESSARY. IN THE RIGHT HANDS, THIS BOOK WILL SAVE LIVES' Nova Reid, author of The Good Ally  EDITOR'S CHOICE, BOOKSELLER",2023-04-06,"['health', 'lifestyle', 'popularmedicine', 'health', '', 'history', 'general', 'worldhistory', 'history', 'historicalevents', 'topics', 'social', 'culturalhistory']",https://www.waterstones.com/book/divided/dr-annabel-sowemimo/9781788169202,https://cdn.waterstones.com/bookjackets/large/9781/7881/9781788169202.jpg
The Lock-Up (Hardback),John  Banville,"1950s Dublin, in a lock-up garage in the city, the body of a young woman is discovered, an apparent suicide. But pathologist Dr Quirke and Detective Inspector Strafford soon suspect foul play. The victim's sister, a newspaper reporter from London, returns to Dublin to join the two men in their quest to uncover the truth. But, as they explore her links to a wealthy German family in County Wicklow, and to investigative work she may have been doing in Israel, they are confronted with an ever-deepening mystery. With relations between the two men increasingly strained, and their investigation taking them back to the final days of the Second World War, can they join the pieces of a hidden puzzle?",2023-04-06,"['crime', 'thrillers', 'mystery', 'crime', 'mystery', '', 'crime', 'thrillers', 'mystery', 'crime', 'mystery', 'historicalmysteries', 'crime', 'thrillers', 'mystery', 'thrillers']",https://www.waterstones.com/book/the-lock-up/john-banville/9780571370979,https://cdn.waterstones.com/bookjackets/large/9780/5713/9780571370979.jpg
Searching for Juliet (Hardback),Sophie Duncan,"Juliet Capulet is the heartbeat of the world's most famous love story. She is an enduring romantic icon. And she is a captivating, brilliant, passionate teenage girl who is read and interpreted afresh by each new generation. Searching for Juliet takes us from the Renaissance origin stories behind William Shakespeare's child bride to the boy actor who inspired her creation onstage. From enslaved people in the Caribbean to Italian fascists in Verona, and real-life lovers in Afghanistan. From the Victorian stage to 1960s cinema, Baz Luhrmann, and beyond. Sophie Duncan draws on rich cultural and historical sources and new research to explore the legacy and reach of Romeo and Juliet far beyond the literary sphere. With warmth, wit, and insight, she shows us why Juliet is for now, for ever, for everyone.",2023-04-06,"['poetry', 'drama', 'criticism', 'literature:history', 'criticism', '', 'poetry', 'drama', 'criticism', 'literature:history', 'criticism', 'plays', 'playwrights', 'history', 'historicalevents', 'topics', 'social', 'culturalhistory']",https://www.waterstones.com/book/searching-for-juliet/sophie-duncan/9781529365177,https://cdn.waterstones.com/bookjackets/large/9781/5293/9781529365177.jpg
The Way Home: Two Novellas from the World of The Last Unicorn (Hardback),Peter S. Beagle,"My father cleared his throat. He began to say, ""They took her,"" but he never got past the first word, and had to start again. He said finally, ""The Dreamies took her. She went with the Dreamies."" Sooz was an extraordinary little girl. She grew into an extraordinary woman, with a gift given to her by a unicorn, after a battle with a griffin. The gift is more precious than she could have imagined but sets her on a dangerous path to rescue the sister she never knew she had from a land to which humans never go. But Sooz is no ordinary human. She may not be human at all. The one thing this changeling child does know is love, and courage. Combining the Hugo award-winning novelette Two Hearts with brand new story Sooz, The Way Home returns us to the world of The Last Unicorn. Peter S. Beagle brings the same humanity, poignancy and wisdom that makes his writing so magical.",2023-04-06,"['sciencefiction', 'fantasy', 'horror', 'fantasy', '', 'fiction', 'fiction', 'adventure']",https://www.waterstones.com/book/the-way-home/peter-s-beagle/9781399607018,https://cdn.waterstones.com/bookjackets/large/9781/3996/9781399607018.jpg
"David Hockney: Volume 99 - Little People, BIG DREAMS (Hardback)",Maria Isabel Sanchez Vegara,"In this book from the critically acclaimed, multimillion-copy bestselling Little People, BIG DREAMS series, discover the incredible life of David Hockney, the inspirational British artist.   Little David loved to draw and looked at the world in his own unique way. He always knew what his path in life would be... he would be an artist! He went to art school and worked day and night to hone his drawing skills. He sold his first painting as a student, and in just five years he had a sell-out solo show of his work. When he moved from the UK to sunny California, he became known for creating bright, bold paintings. From the Grand Canyon to the Yorkshire hills of home, David painted fantastic landscapes, including one made of 50 canvases all stitched together. An artist who delights in constantly reinventing himself, to this day David is eager to share his colourful work, and himself, with the whole world.     This inspiring book features stylish and quirky illustrations and extra facts at the back, including a biographical timeline with historical photos and a detailed profile of the incredible young poet and activist's life so far.  Little People, BIG DREAMS is a bestselling biography series for kids that explores the lives of outstanding people, from designers and artists to scientists and activists. All of them achieved incredible things, yet each began life as a child with a dream. This empowering series of books offers inspiring messages to children of all ages, in a range of formats. The board books are told in simple sentences, perfect for reading aloud to babies and toddlers. The hardback and paperback versions present expanded stories for beginning readers. With rewritten text for older children, the treasuries each bring together a multitude of dreamers in a single volume. You can also collect a selection of the books by theme in boxed gift sets. Activity books and a journal provide even more ways to make the lives of these role models accessible to children.Inspire the next generation of outstanding people who will change the world with Little People, BIG DREAMS!",2023-04-06,"[""children's"", 'teenage', 'hobbies', 'interests', 'art', '', ""children's"", 'teenage', 'hobbies', 'interests', 'people', 'places', ""children's"", 'teenage', 'hobbies', 'interests', 'practicalinterests', 'handicrafts']",https://www.waterstones.com/book/david-hockney-volume-99/maria-isabel-sanchez-vegara/ana-albero/9780711285484,https://cdn.waterstones.com/bookjackets/large/9780/7112/9780711285484.jpg
"The Throne: 1,000 Years of British Coronations (Hardback)",Ian Lloyd,"In all, thirty-nine coronations have been held in Westminster Abbey, beginning with Harold II on 6 January 1066. Only two monarchs - Edward V and Edward VIII - were uncrowned, and a further twenty or so Scottish monarchs were crowned usually at either Scone Abbey or Holyrood Abbey. In The Throne, Ian Lloyd will turn his inimitable, quick-witted style to these key events in British royal history, providing fascinating anecdotes and interesting facts: from William the Conqueror's Christmas Day crowning when jubilant shouts were mistaken by his guards as an assassination attempt to the dual coronation of William and Mary in 1689, and from the pared-back 'Half Crown-ation' of William IV to the televised spectacle of Elizabeth II's 1953 ceremony. With the spectacle of the first coronation in seventy years promised in May 2023, Lloyd also introduces key elements of the service, such as the Coronation Chair made for King Edward I and the famously uncomfortable Gold State Coach, as well as changes in the Crown Jewels over the centuries. This will be a bright, accessible celebration of British culture and the ultimate pomp of royalty.",2023-04-06,"['history', 'historicalevents', 'topics', 'social', 'culturalhistory', '', 'biography', 'truestories', 'royalbiographies', 'history', 'regional', 'nationalhistory', 'britain', 'ireland']",https://www.waterstones.com/book/the-throne/ian-lloyd/9781803992860,https://cdn.waterstones.com/override/v1/large/9781/8039/9781803992860.jpg
"King Charles: Volume 97 - Little People, BIG DREAMS (Hardback)",Maria Isabel Sanchez Vegara,"From the critically acclaimed, multimillion-copy bestselling Little People, BIG DREAMS series, discover the life of King Charles. Little Charles always knew that, one day, he would have a big job to do. As the son of Queen Elizabeth II, he was a prince, and in the future, he was to inherit the throne of the United Kingdom. As a young man, he developed a passion for one cause; the environment. Charles recognised that plastics and pollutants were causing harm to Earth, and as the Prince of Wales, he spent all his efforts championing climate justice and sustainability. As a member of the Royal Family, Charles used his power to build important organisations such as The Prince's Trust, a charity that works to improve the lives of young people across the UK. And in 2022, when he became King, he pledged that he would spend the rest of his life serving his people with loyalty, respect and love. This inspiring book features stylish and quirky illustrations and extra facts at the back, including a biographical timeline with historical photos and a detailed profile of the royal's life, from little prince to grown-up king. Little People, BIG DREAMS is a bestselling series of books and educational games that explore the lives of outstanding people, from designers and artists to scientists and activists. All of them achieved incredible things, yet each began life as a child with a dream.",2023-04-06,"[""children's"", 'teenage', 'hobbies', 'interests', 'people', 'places', '', ""children's"", 'teenage', 'picturebooks', ""children's"", 'teenage', 'hobbies', 'interests', 'history']",https://www.waterstones.com/book/king-charles-volume-97/maria-isabel-sanchez-vegara/matt-hunt/9780711286689,https://cdn.waterstones.com/bookjackets/large/9780/7112/9780711286689.jpg
Nothing Left to Fear from Hell: Darkland Tales - Darkland Tales (Hardback),Alan Warner,"A battle lost. A daring escape. A long walk into obscurity. The ultimate failure. In the aftermath of the disastrous Battle of Culloden, a lonely figure takes flight with a small band of companions through the islands and mountains of the Hebrides. His name is Charles Edward Stuart: better known today as Bonnie Prince Charlie. He had come to the country to take the throne. Now he is leaving in exile and abject defeat. In prose that is by turns poetic, comic, macabre, haunting and humane, multi- award-winning author Alan Warner traces the frantic last journey through Scotland of a man who history will come to define for his failure.",2023-04-06,"['fiction', 'historicalfiction', '', 'crime', 'thrillers', 'mystery', 'thrillers', 'fiction', 'adventure']",https://www.waterstones.com/book/nothing-left-to-fear-from-hell/alan-warner/9781846975691,https://cdn.waterstones.com/override/v3/large/9781/8469/9781846975691.jpg
